Account No,total_transaction_amount,avg_transaction_amount,transaction_count,avg_balance,min_balance,max_balance,most_common_transaction_hour,most_common_transaction_day,most_common_transaction_month
139373971.0,-0.04725789966218507,-0.24251232334900275,-0.058320971093476115,0.002518006967805471,-0.13727886683542587,-0.11133360007308278,23,19,3
140186171.0,0.9816949475080556,-0.3099808665288057,1.706891366039362,2.003563134815009,1.828019611913447,2.2180206142641046,23,19,3
140620855.0,-0.15067931475355434,-0.18285653221776899,-0.30705543678037606,-0.798334499994299,-0.7673011130518591,-0.921826733977774,10,19,3
141085153.0,0.5713029627824309,-0.41844721746171915,1.466180592793975,0.7283989488719306,0.4406996823220443,1.225028247923812,13,19,3
141339885.0,0.08449598775616557,1.115084015778825,-1.029187756516537,-0.5872218227017638,-0.874392251805418,-0.47696067592542263,8,19,3
142842720.0,-0.43049421491965034,-0.0018910939612671882,-0.8687139076862791,-0.7051180972109271,-0.3573662271534244,-0.6276383363079882,17,19,3
143431705.0,0.27385317429462464,0.7779143821910975,-0.7563822135050985,-0.3578939998237379,0.4424451487412219,-0.6160242782354786,23,19,3
143720076.0,0.49157714228131316,0.7424794729894371,-0.5798609797918146,-0.5913377743576815,-0.47773989155446267,-0.798995333113534,23,19,3
144175429.0,0.11170312090619741,0.8063816286463084,-0.8847612925693049,-0.8073826359641301,-0.8483758419009733,-0.6402055169703843,23,19,3
144482990.0,-0.2668311292841659,-0.8056357079145408,1.7710809055714651,1.290047796356305,-0.010778961233254449,1.2720213477420041,10,19,3
144641754.0,1.0671332366970425,0.2659840207288198,0.3829821131897334,-0.5348529164025418,-0.6943501549177176,-0.5243748695232769,10,19,3
145906033.0,-1.20843466921188,-1.150198071250252,0.0700581079707303,0.12137622506302027,0.9354455347489246,-0.15144055045136282,9,19,3
146353544.0,-0.020906779087302357,0.448602164684746,-0.78847698327115,-0.5473449291663832,-0.5819256236814313,-0.7585818929328125,9,19,3
147241590.0,2.162837910168294,1.1257626152290374,0.2144845719179625,0.7202693274364026,-0.15258945229315704,1.4398951899699421,23,19,3
148223575.0,0.27668024588549794,0.3228856847346691,-0.4274108234030695,-0.5883636465400568,-0.3637723457244231,-1.0258865692021657,23,19,3
151369684.0,0.1311083598843285,-0.6881256627688259,2.027839063699878,2.7439496682006674,2.3796538839737686,2.3385494313358306,0,19,3
154215838.0,-0.2598303530934171,-0.05682128073407412,-0.6119557495578662,-0.5491153976612697,-0.160714520992938,-0.4523411263833915,23,19,3
154636770.0,0.3926107665840573,0.03952817843530789,0.029939645763165792,-0.10766363924958215,0.023672472410521398,-0.10304803529257486,23,19,3
157118728.0,-0.22997970215119087,-0.2784851343898633,-0.2669369745728115,-0.06963263030175813,0.005976583821801055,-0.011224256762966673,23,19,3
157171411.0,-0.6446380261040621,-0.4919931252104419,-0.6119557495578662,-0.8442948726213535,-0.6625746547470219,-0.9117789344574406,23,19,3
157447912.0,-1.0472349784820354,-0.9533978874196608,-0.5798609797918146,-0.8383966067101581,-0.8253282005069357,-0.6482597072566898,23,19,3
158053049.0,1.3954578033963414,-0.00030549896226271663,1.2655882817561526,-0.6190065758132274,-0.22848861547622676,-0.661844209350613,23,19,3
158877803.0,-0.572856482628026,-0.7552974219322953,0.3669347283067076,0.034682082311473,-0.04969476031356592,0.20844319239068948,13,19,3
158932590.0,0.09633263458688557,0.5376151886971011,-0.7483585210635856,-0.45389651650539464,0.01610605158809172,-0.6507066470960836,23,19,3
159959814.0,0.8856397007487314,2.4515093239466244,-1.0211640640750241,-1.6166603163287854,-2.625476298062974,-0.9103741378194736,23,19,3
160517762.0,-0.8710078926453635,-0.8545582048354287,-0.21879481992373412,-0.7327925054424343,-0.5707738641723946,-0.4390961464206664,23,19,3
161013024.0,-0.556609398260816,-0.46341344782844723,-0.49160036293517273,-0.8095259992163246,-0.6622010660625771,-0.7254688861478867,23,19,3
161713662.0,-1.18437196702427,-1.1331596483667148,0.0861054928537561,0.025848201271338005,0.7594518617556612,-0.24270439266911575,16,19,3
161759958.0,5.339383925534624,2.001986074172905,1.0329012009522784,2.656502637334506,0.09375158533189451,2.9048646154755646,23,19,3
164260810.0,-0.9709332082815143,-1.0151503823863612,0.4872901149294011,0.13154312918668587,1.033257814931928,-0.1605363722380003,23,19,3
164337916.0,-0.38597984555583104,-0.8536726012847101,1.7951519828960039,1.3955482160907158,1.6090361900294385,1.1069603235099816,9,19,3
164341773.0,3.2757434615774628,-0.0019521973633559815,3.4721037031722,0.542701161134674,-0.6653422841827902,0.5582364102689771,10,19,3
164456671.0,-1.2317974653260215,-1.160989664396053,-0.3792686687539921,-0.44721235299417317,-0.0726764353776493,-0.6694881410771418,23,19,3
164963710.0,-0.6570150415944452,-0.9024959947845989,1.0970907404843815,0.7170952325719275,0.7762464218840707,0.4868549860355922,7,19,3
165565198.0,-0.5076382740468212,0.30795266481149747,-1.1415194506977178,-1.5151827680021543,-2.2205825699629598,-1.02206479426854,8,19,3
166914297.0,-0.36864859295716973,-0.11691753606564839,-0.6841689815314823,-0.30831929661664814,0.3895365143238081,-0.2812657963393426,23,19,3
167009390.0,0.28627650709869307,0.47390014882546777,-0.5477662100257631,-0.1909259084032034,0.29483128566198474,-0.0924805481587797,0,19,3
167171625.0,0.36354579451842084,0.5678421337772936,-0.555789902467276,-0.44132477049478996,-0.019402748549377413,-0.7194413170097516,23,19,3
167380719.0,-0.8684467167441654,-1.0466468451611521,2.0198153712583653,1.3624802533116727,2.301784455503718,0.9280667943165608,23,19,3
167826754.0,0.0496310587434767,0.41913887695364355,-0.708240058856021,-0.8390389513731391,-0.36032875930125036,-0.8082235989815727,23,19,3
167965078.0,1.1346999046277044,2.3838380632143297,-0.9088323698938435,-0.5764441229601337,0.135668411561606,-0.7242616922094183,23,19,3
168559321.0,-0.5430195553342995,-0.09026568376055373,-0.9329034472183823,-1.266958933208782,-1.7327626154174078,-0.8731428582829034,23,19,3
169814460.0,-0.6662527724905942,-0.2789595744785222,-0.9329034472183823,-0.6612057063922364,-0.6684584298957036,-0.15397455270471017,0,19,3
171875418.0,-0.08232525249023992,-0.662367883084848,1.2736119741976655,1.951035629416916,0.3956611383963079,2.2589981669333152,17,19,3
172670097.0,-0.9995881863482314,-0.9388664737615775,-0.38729236119550503,-0.18776461194939456,0.5245111815773332,-0.521361347482463,23,19,3
172734093.0,0.9443134444517916,0.9792330599235823,-0.4274108234030695,-0.6580874878137629,-0.3882704356233196,-0.7919945796964011,23,19,3
174099528.0,-0.34468367176511766,0.6320353842598813,-1.1415194506977178,-1.290534759805021,-2.546880770804371,-0.6841193338596722,23,19,3
174365261.0,-0.5259507675131888,-0.8479535771864695,1.1612802800164848,1.4069030410328396,1.550911424497511,0.9785047030291797,6,19,3
174418335.0,-0.4691314318136079,1.130495015351607,-1.366182839060079,-1.400811482068958,-2.1600940249106406,-0.9253271106863404,23,19,3
175551913.0,-0.6298044775322886,-0.2942767374581616,-0.8606902152447662,-1.2824746754406464,-1.7709748279072972,-1.0510224561303168,23,19,3
175707170.0,0.15767562792307657,0.1599629831617545,-0.3792686687539921,-0.5632525807837783,-0.5144269699434982,-0.25190998990514085,23,19,3
175916054.0,-0.7946083414492844,-0.8668523175115987,0.174366109710398,0.31523793211014883,0.20537250706836702,0.40621778033265077,17,19,3
176265019.0,1.3534582926200345,2.7440275132735557,-0.9168560623353564,-0.4481079249568117,0.4108540566803965,-0.6021283714021892,23,19,3
176376870.0,0.3532444808635697,0.3715836083653976,-0.40333974607853085,-0.7666769883178927,-0.7662004339770676,-0.762400485705794,23,19,3
177389414.0,-0.28898281341823673,0.21202898009465102,-0.876737600127792,-0.3077059064307961,-0.04181707139587595,-0.2953989681750551,0,19,3
177430498.0,-0.7454965498381709,-0.9914236222036301,1.8031756753375168,0.22102769398642433,1.0084139093980238,-0.2515797222693741,7,19,3
178352261.0,-0.9573725281080592,-0.9372017071711563,-0.16262897283314381,-0.25215808751917784,-0.3132358709077466,-0.4117856068407496,23,19,3
178367935.0,-0.9399795190911504,-1.0197886603014457,0.8082378125899171,0.5640582566165812,1.0557060157486673,0.2745317912700682,23,19,3
180366285.0,1.630008679899339,2.168085308924285,-0.6440505193239179,-0.6078390540798021,-0.6372597425728834,-0.4282464043322798,23,19,3
181163644.0,0.04928282116280468,0.3744074995243918,-0.6761452890899694,-0.5110643801878119,-0.3845498932600036,-0.6228155897115302,23,19,3
182306653.0,-0.9097720532879404,-1.0056022397171724,0.8323088899144558,-0.16263411401126607,-0.4563434102509545,-0.000682439875462931,17,19,3
183203410.0,-0.45858480794183004,0.3874095526303794,-1.1334957582562049,-0.8757775680709641,-0.6804609586751477,-0.9406014817782667,23,19,3
185627912.0,-0.21321626550919157,0.23812443183496215,-0.8205717530372016,-1.2897292301912875,-2.860274492951625,-0.6386144366483086,23,19,3
185898052.0,-0.6951084589166145,-0.19087276705226425,-1.0532588338410758,-1.170801535797995,-1.3385382618810064,-0.9838788665387244,23,19,3
186612824.0,1.533864229424769,2.7421088970464265,-0.8526665228032533,-0.3847345668598892,-0.059423354064044955,-0.5326516693587146,23,19,3
186972864.0,0.4617693777406481,1.5201397138461605,-0.956974524542921,-0.484383038926496,-0.49422178516444704,-0.7988020327652054,13,19,3
188605473.0,1.9731101851203516,1.2766502667247939,-0.01820250888591161,-0.25886424807627634,0.16537684829574434,-0.5766703066196208,9,19,3
189021792.0,-1.179196436083939,-1.1414632257154536,0.5915981166690688,-0.5286720505501473,-0.9731229591697357,-0.5084672484631647,23,19,3
189246086.0,-0.5037201724002467,0.034800079446961,-0.9810456018674597,-0.744985172430373,-0.5543796464779954,-0.7054398101754858,23,19,3
190062824.0,0.060498472898927354,-0.7154306925877799,2.043886448582904,1.9136835184679004,1.9418001805878498,2.0336387514456344,17,19,3
190571573.0,-0.10662125670233957,0.2902733923428333,-0.7563822135050985,-0.6216104039142402,-0.4776957931584049,-1.0274744673635972,23,19,3
192143397.0,-0.36750266830747086,-0.44531586125425854,-0.17065266527465672,1.103333382519395,1.659565892949557,1.3822818493042877,23,19,3
193590245.0,0.7914663092898857,-0.5252480906699322,2.4611184555415746,3.29675514460953,2.1265886710503104,2.9466431458477516,17,19,3
193854135.0,-0.6919434424814438,-0.10820586647708612,-1.1094246809316661,-1.286084598719001,-1.5434924827601195,-1.069160771801979,23,19,3
196224167.0,-0.5245526708223138,0.03539421930922805,-1.0051166791919983,-1.1883899208763384,-1.9011869863898883,-0.8788675652817315,23,19,3
196326350.0,1.149367053961423,2.2859479689322355,-0.876737600127792,-0.4692760868755218,0.026654821454509793,-0.27266914473155357,23,19,3
198571693.0,-0.836921780685015,-0.7303499244424266,-0.555789902467276,-1.0458919953409815,-1.070990758391047,-0.8246499758698947,23,19,3
199321965.0,-1.0859099354093662,-1.0393668103083276,-0.21077112748222124,-0.11842009623261196,0.5496489957605678,-0.10592392697802558,23,19,3
199832775.0,1.5325398973445787,0.13985855528234492,1.0810433556013557,-0.017645413437379007,-0.6654498833139202,-0.1527159614503157,10,19,3
202822088.0,-1.0620427952128724,-1.0455586655105067,0.094129185295269,-0.3952231396734472,-0.4548367600114885,-0.3688078502157045,9,19,3
203180094.0,-0.40051147386061786,0.021010706125147074,-0.8526665228032533,-1.5959076073267038,-2.6704614503484443,-1.0141093926581617,23,19,3
203925540.0,0.18576965185738123,0.009171551488049535,-0.16262897283314381,-0.30740758228688353,-0.06112990704362191,0.2775264306422058,23,19,3
204475065.0,-0.9008362426587782,-1.065394909262502,2.2444787596207263,1.4611616914007186,0.9953811543125631,1.5436121830936045,8,19,3
205070322.0,0.5662440828543449,0.6930244204040877,-0.49160036293517273,-0.12188426076726136,0.4240557601702202,-0.5202285142039479,9,19,3
205434026.0,-1.0068479964044064,-0.9761402045627259,-0.17867635771616963,-0.38605238415607407,-0.5569675276267851,-0.16702141134573048,9,19,3
205845278.0,-0.9308464310148094,-0.6298362775095165,-1.0211640640750241,-0.7688361046502858,-0.795496125662699,-0.2526215326734004,0,19,3
205941136.0,-0.45085496292455124,-0.7255517455112845,0.5915981166690688,-0.47535310600995195,-0.1720269615903995,-0.5263805328584186,10,19,3
206082523.0,-1.2249956820385135,-1.1708261385207694,1.06499597071833,0.029362508256965705,0.21957987208786903,-0.25280138382437933,8,19,3
208139739.0,1.2970283654466237,0.5205665149244354,0.2385556492425012,-0.7007780830563728,-0.8670798285539587,-0.7366249844881685,9,19,3
208146789.0,-0.7700961897733194,-1.014501709790142,2.0920286032319813,2.3732905900017385,2.0274537004712094,2.2943009709499846,23,19,3
209239478.0,0.569820808744497,0.34174816716740714,-0.17867635771616963,-0.4265180169206301,-0.000398409694280166,-0.03410938697411246,23,19,3
209827320.0,-0.20428388579215406,-0.21616271537813606,-0.3311265141049147,-0.2939406765866623,0.22410749010374453,-0.23893824190354981,23,19,3
210226208.0,1.8926861740018277,2.8230108685264397,-0.7483585210635856,-1.178091096830833,-1.4380675655245083,-1.1006673443397212,10,19,3
211015441.0,-0.5672126321826537,-0.7867080514848142,0.5595033469030173,1.0523283165431816,0.38876227536750074,0.8341571533969803,23,19,3
211075380.0,-0.12810905934025232,0.4042008568776754,-0.8526665228032533,-0.4768729370450633,0.2508618884602619,-0.6557981041267256,23,19,3
214022887.0,-0.5667220117488007,-0.8751619210557878,1.2415172044316138,2.3346608457384477,0.971270505246758,2.52337412985982,23,19,3
214666845.0,-0.5826826149535861,0.2764814546184958,-1.197685297788308,-1.0426573034867883,-1.1510945668661048,-0.8287096809548836,23,19,3
215582678.0,-0.6239341868866765,0.13757877987871722,-1.1736142204637694,-1.1990892120046999,-1.6941200968072248,-1.0061539910477835,23,19,3
216896355.0,-0.6156811277703585,-0.5615024600104135,-0.41136343852004376,-0.5998503134653232,-0.24371299969504384,-0.7550149969494973,23,19,3
216909880.0,-0.40597520141943566,-0.8777124208045114,1.9877206014923134,1.776509626313845,1.3837999770305727,1.522797407627101,9,19,3
218100467.0,-0.08286562114990316,0.4413625963363915,-0.8366191379202275,-0.9236796914627958,-0.9235986376207227,-1.0519771043235622,23,19,3
218582977.0,-0.6965202792559889,0.000575008130602098,-1.1816379129052823,-1.171497201899495,-1.51861743091552,-1.0064722071121985,23,19,3
219585507.0,-0.612768283376364,-0.9116998762178962,1.4180384381448976,2.7218452082076765,0.643587158506796,2.685685203847795,16,19,3
219585557.0,3.848769258301118,0.9631878109528896,1.4581569003524621,0.1775413459580895,-1.0172631030208863,0.5319426721382082,23,19,3
219705358.0,1.1329329848834087,0.7380269435328123,-0.11448681818406642,-0.4760508190006934,-0.17699296318226176,-0.8915390403423649,23,19,3
219803924.0,-0.7013218407747115,-1.0352222562524092,3.255464007251352,1.8446142343064962,2.5114686166510416,1.7653121697174066,17,19,3
219861540.0,0.08565048968617645,0.3338765824540303,-0.6119557495578662,-0.6789611687969124,-0.6900012796663503,-0.8890504793430156,23,19,3
220354778.0,-0.9193374362920123,-0.8725845880903317,-0.33915020654642763,-0.9093192224819064,-0.8860647575923258,-0.4964386812282727,23,19,3
221168547.0,-0.8602279667490962,-0.66396859214263,-0.7804532908296372,-1.0159986918184132,-1.2570356141820835,-0.5431527994844139,23,19,3
221784167.0,0.20544936380549964,-0.7126476666023341,2.445071070658549,2.5475451862830334,1.959349601003253,2.3261780315816196,17,19,3
223322748.0,2.7067507020565653,0.3377055545957217,1.7710809055714651,-0.4540499174099734,-0.6186123802217798,-0.33121771842329323,10,19,3
225401572.0,2.3470178503103596,0.9719090079729311,0.4792664224878882,0.45673212566781624,-0.870198301685028,1.992399546612998,13,19,3
226845678.0,-0.8016074021839711,-0.7471773609296108,-0.39531605363701794,-0.6000827736652541,-0.6652520493538563,-0.15508830893016312,0,19,3
227427525.0,0.027560001044339814,-0.6481080178154492,1.474204285235488,1.8948844569262226,1.485895553648497,1.509135798282815,17,19,3
230635933.0,-1.2227347109482398,-1.1729570593824556,1.714915058480875,0.769995081545747,0.6753833905130135,0.9901041201850448,10,19,3
231168366.0,0.9404227901022161,0.5272773573104872,-0.058320971093476115,0.5548784905706068,1.1203052283205088,0.44498600792094956,23,19,3
232008475.0,0.13767855660340936,0.06524798590267077,-0.29100805189735024,-0.5412610853479389,-0.12094831385235445,-0.8709121636713533,23,19,3
232114746.0,1.8398569891034433,1.4033318734636295,-0.17867635771616963,-0.4849612658814514,-0.5158171219324345,-0.5221505392330152,23,19,3
232725501.0,0.17150563469833216,-0.7018265098685097,2.2525024520622394,3.175923773364715,2.78225360625349,2.885573188508469,0,19,3
233436437.0,2.217265900116857,1.1087357401824611,0.2626267265670399,1.1903337412107682,1.5644579469224997,1.758676344975461,17,19,3
234487879.0,-1.087287446627492,-1.033732036767089,-0.28298435945583733,-0.10889838777511118,0.07080456394540545,-0.39030508122769425,17,19,3
234642965.0,0.08524221114331972,-0.6170382467763137,1.4340858230279234,2.1386448150123556,1.8632711929886858,1.8524884882160177,23,19,3
234932920.0,-0.34971510439620473,-0.48457576029254745,-0.04227358621045031,-0.3843691262583212,-0.057797081739328564,-0.34030973509418916,23,19,3
236063826.0,1.5167456933778478,1.3276459384576202,-0.30705543678037606,-0.04762439499520448,0.40833668713402876,0.04013097773204963,23,19,3
236388383.0,-0.5416283204676744,-0.3126147704459451,-0.7002163664145081,-0.47623328100442497,0.10707299736878645,-0.6500732698414718,23,19,3
236999735.0,-0.9624657171573935,-1.004422538860579,0.41507688295578504,0.3141703071764542,0.9867969022333335,0.11638770311986531,16,19,3
237522697.0,-1.2190773586231536,-1.1665029228681951,0.8563799672389946,-0.13460311444811288,0.477604276093335,-0.3488960516510135,17,19,3
237911172.0,-0.1256113553133641,0.47530017672228264,-0.8927849850108178,-0.39639530152701197,-0.13833406918120691,-0.5167408661379581,0,19,3
238059649.0,1.3047324786229662,1.1115139796076254,-0.29100805189735024,-0.13142583592872148,0.3186424402381728,0.08743253875390475,23,19,3
239123343.0,-0.6731557676857852,-0.7956142800588647,0.2385556492425012,1.1120022245519277,2.053492831440213,0.7947190430460428,23,19,3
240105538.0,-1.1041418024407998,-1.066781304802545,-0.05029727865196321,0.09682972129793249,0.5885198772793243,-0.16878582996060748,23,19,3
240509692.0,1.98766411435395,1.2768881225467237,-0.01017881644439871,-0.7156849414170994,-0.8896288532956488,-0.8475560646293887,23,19,3
241709989.0,-0.8161458923130076,-0.25184211956939234,-1.1816379129052823,-0.6464036381792455,-0.21541855570350832,-0.7242145579759784,23,19,3
241780855.0,2.2872050437818503,1.0201187494225856,0.3910058056312463,-0.7722917592888434,-1.2100240685114834,-0.4906611391629368,23,19,3
244370199.0,-0.42736693851785296,-0.7456634954205781,0.7761430428238656,-0.055300882357364224,0.250439066635569,0.27463640266680694,23,19,3
244872205.0,-0.1611556049267727,1.0224337893047184,-1.1495431431392307,-0.891117917516501,-1.4519165729273436,-0.6863468463105781,23,19,3
245021593.0,0.3323124859898819,0.624665023806725,-0.6199794419993792,-0.8782280751529026,-0.947821733395236,-0.9616037420296653,23,19,3
246226965.0,-0.5393244629758399,0.26158946137168193,-1.1495431431392307,-0.8803216812439421,-1.146495623693536,-0.6157028800104193,23,19,3
246518020.0,-0.7836774554195238,-0.8846401806646043,0.3428636509821689,-0.1514423566672457,0.4244069890195293,-0.36114965999877996,23,19,3
246581314.0,-0.3055489726130574,-0.024955649574406463,-0.7002163664145081,-1.4769473426902098,-2.798472205107513,-0.9246938607181544,23,19,3
247805578.0,-0.2777860316988005,-0.589218520400026,0.4391479602803237,1.2038107977327612,0.8040508154925268,1.1422251723461574,23,19,3
247851725.0,-0.011521518969784768,0.03955574803621081,-0.4274108234030695,0.06615058711984449,-0.07897753238797196,0.23623068476042086,10,19,3
248486485.0,-0.2712432822767184,0.202853065737704,-0.8526665228032533,-0.6454187021386752,-0.4448509492789439,-0.45815801880011503,23,19,3
249107679.0,0.29415388133734066,0.34879179363685825,-0.4354345158445824,-0.36208670692430417,0.09059311795714127,-0.8599018537904181,23,19,3
